result;energy_by_token;index;is_timeout;file_id;speaker_name;speaker_party;speech_text;jaar;date;kamer;category;title;url;meta_url;vergadernummer;standardized_name;speech_text_en;final_label;found_fallacy;count;average_confidence;highest_confidence;lowest_confidence;mention_names;mention_types;mention_quotes;mention_categories;fallacy_quote;fallacy_explanation;fallacy_local_topic;fallacy_target;fallacy_explicitness;fallacy_confidence;speech_relation_type;speech_relation_justification;speech_relation_confidence;partial_output
"{'mentions': [{'name': 'Mevrouw Van Tongeren', 'type': 'person', 'quote': 'Mevrouw Van Tongeren zegt: dan moeten we de regering vragen om te gaan praten met Shell.', 'mention_category': 'disagreeing'}], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'response', 'justification': ""The speech directly references and responds to Mevrouw Van Tongeren's previous statement about engaging with Shell."", 'confidence': 0.95}}";0;113;0;h-tk-20162017-62-4;De heer Van Raak;SP;Hoe kunnen we dat oplossen? Mevrouw Van Tongeren zegt: dan moeten we de regering vragen om te gaan praten met Shell. Maar dat doen we al vijftien jaar.;2016-2017;30-3-2017;tk;handelingen;4 Consequenties uitspraak Europees Hof;https://zoek.officielebekendmakingen.nl/h-tk-20162017-62-4.html;https://zoek.officielebekendmakingen.nl/h-tk-20162017-62-4.xml;nr. 62, item 4;van van raak;How can we solve that? Ms Van Tongeren says: then we should ask the government to talk to Shell. But we've been doing that for fifteen years.;0;0;0;0.0;0.0;0.0;Mevrouw Van Tongeren;person;Mevrouw Van Tongeren zegt: dan moeten we de regering vragen om te gaan praten met Shell.;disagreeing;;;;;;;response;The speech directly references and responds to Mevrouw Van Tongeren's previous statement about engaging with Shell.;0.95;
"{'mentions': [{'name': 'Geert Wilders', 'type': 'person', 'quote': 'de heer Wilders', 'mention_category': 'disagreeing'}], 'found_fallacy': [{'quote': 'Het droomland dat de heer Wilders schetst, is een land waar de Koran is verboden — dat staat zelfs in uw verkiezingsprogramma — en waar alle moskeeën zijn gesloten.', 'explanation': ""The speaker attacks Geert Wilders' credibility by labeling his policies as a 'droomland' (dreamland) and directly associating them with extreme measures, undermining his argumentative validity rather than addressing policy details."", 'confidence': 0.8, 'local_topic': 'banning the Quran and closing mosques', 'target': 'Geert Wilders', 'explicitness': 'explicit'}], 'summary': {'count': 1, 'average_confidence': 0.8, 'highest_confidence': 0.8, 'lowest_confidence': 0.8}, 'speech_relation': {'type': 'response', 'justification': ""The speech directly addresses Geert Wilders' policies, responding to his stated positions by critiquing their feasibility and implications."", 'confidence': 0.9}}";0;114;0;h-tk-20162017-2-6;De heer Van Haersma Buma;CDA;Het droomland dat de heer Wilders schetst, is een land waar de Koran is verboden — dat staat zelfs in uw verkiezingsprogramma — en waar alle moskeeën zijn gesloten. Ik probeer mij voor de geest te halen, en ik vraag u dat ook te doen, wat dat betekent. U zegt: het is een ideologie. Ik vermoed zomaar dat die honderdduizenden moslims het niet met u eens zullen zijn. Hoe ziet dat land eruit waarin de koran van die honderdduizenden mensen moet worden afgenomen en waar hun kerk, in dit geval hun moskee, tegen hun wens in wordt gesloten? Hoe gaat dat gebeuren?;2016-2017;21-9-2016;tk;handelingen;6 Algemene Politieke Beschouwingen;https://zoek.officielebekendmakingen.nl/h-tk-20162017-2-6.html;https://zoek.officielebekendmakingen.nl/h-tk-20162017-2-6.xml;nr. 2, item 6;van van haersma buma;The dream country that Mr Wilders describes is a country where the Koran is banned - it is even in your election manifesto - and where all mosques are closed. I'm trying to imagine, and I ask you to do the same, what that means. You say: it is an ideology. I just suspect that those hundreds of thousands of Muslims will not agree with you. What does that country look like in which the Koran has to be taken away from those hundreds of thousands of people and where their church, in this case their mosque, is closed against their wishes? How is that going to happen?;0;1;1;0.8;0.8;0.8;Geert Wilders;person;de heer Wilders;disagreeing;Het droomland dat de heer Wilders schetst, is een land waar de Koran is verboden — dat staat zelfs in uw verkiezingsprogramma — en waar alle moskeeën zijn gesloten.;The speaker attacks Geert Wilders' credibility by labeling his policies as a 'droomland' (dreamland) and directly associating them with extreme measures, undermining his argumentative validity rather than addressing policy details.;banning the Quran and closing mosques;Geert Wilders;explicit;0.8;response;The speech directly addresses Geert Wilders' policies, responding to his stated positions by critiquing their feasibility and implications.;0.9;
"{'mentions': [{'name': 'ChristenUnie', 'type': 'party', 'quote': 'De ChristenUnie wil in één generatie naar nul emissie.', 'mention_category': 'neutral'}], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'response', 'justification': ""The speaker begins with 'Ik vervolg mijn betoog' ('I continue my argument'), indicating a direct follow-up to prior discussion."", 'confidence': 0.8}}";0;115;0;h-tk-20162017-44-9;Mevrouw Dik-Faber;CU;"De ChristenUnie wil in één generatie naar nul emissie. In 25 jaar zijn we in 2040. Dan moeten we al een heel eind kunnen zijn, absoluut.
Ik vervolg mijn betoog. De toekomst is duurzaam en decentraal, laten we daarom stoppen met het aanboren van nieuwe locaties voor olie en gas en volop inzetten op de energie- en warmtetransitie. Ik zie dat gemeenten voortvarend aan de slag gaan. Ik zie dat burgers het heft in handen nemen en energiecorporaties starten. Laten we daarom in alle plannen ook decentrale overheden betrekken. Wil de staatssecretaris dat toezeggen?
Er ligt nu een immense taak voor ons, maar we kunnen het. We zijn het verplicht aan onze kinderen en kleinkinderen. Iedereen zal moeten meedoen: overheid, industrie, bedrijfsleven, burgers. De ChristenUnie zal zich daarom ook inzetten voor een volgend energieakkoord. Het zal duidelijk zijn dat er een flinke schep bovenop moet. Wat ons betreft komt er een energiecommissaris die hieraan duidelijke leiding geeft.
Het klimaatakkoord in Parijs is een afspraak tussen 195 landen, groot en klein, rijk en arm. De ChristenUnie wil niet enkel aandacht hebben voor wat er in ons eigen kikkerlandje moet gebeuren op het vlak van CO";2016-2017;25-1-2017;tk;handelingen;9 Goedkeuring Overeenkomst van Parijs;https://zoek.officielebekendmakingen.nl/h-tk-20162017-44-9.html;https://zoek.officielebekendmakingen.nl/h-tk-20162017-44-9.xml;nr. 44, item 9;dik-faber;"The Christian Union wants to achieve zero emissions in one generation. In 25 years we will be in 2040. By then we should have come a long way, absolutely.
I continue my argument. The future is sustainable and decentralized, so let us stop tapping into new locations for oil and gas and fully focus on the energy and heat transition. I see that municipalities are working energetically. I see citizens taking matters into their own hands and starting energy corporations. Therefore, let us also involve local authorities in all plans. Will the State Secretary promise that?
We now have an immense task ahead of us, but we can do it. We owe it to our children and grandchildren. Everyone will have to participate: government, industry, business, citizens. The Christian Union will therefore also work for a next energy agreement. It will be clear that a lot of work needs to be done. As far as we are concerned, there will be an energy commissioner who will provide clear guidance on this.
The Paris climate agreement is an agreement between 195 countries, large and small, rich and poor. The Christian Union does not only want to pay attention to what needs to be done in our own little country in the field of CO";0;0;0;0.0;0.0;0.0;ChristenUnie;party;De ChristenUnie wil in één generatie naar nul emissie.;neutral;;;;;;;response;The speaker begins with 'Ik vervolg mijn betoog' ('I continue my argument'), indicating a direct follow-up to prior discussion.;0.8;
"{'mentions': [{'name': 'Van Gerven', 'type': 'person', 'quote': 'de heer Van Gerven', 'mention_category': 'neutral'}], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'response', 'justification': ""The speech directly addresses the arguments and proposals of 'de heer Van Gerven' mentioned earlier, indicating a direct reply to his position."", 'confidence': 0.95}}";0;116;0;h-tk-20162017-21-6;Minister Rutte;VVD;Vreemd genoeg delen de heer Van Gerven en ik op dit onderwerp heel veel met elkaar. Wij maken ons allebei grote zorgen over dure geneesmiddelen en over de te grote macht van farmaceutische bedrijven. Wij zouden daar graag wat aan willen doen. Dat ben ik helemaal met hem eens. Maar als de door de heer Van Gerven geëiste transparantie ertoe leidt dat het middel voor patiënten in Nederland niet beschikbaar komt — dat lijkt nu de consequentie te zijn — is hij dan bereid die consequentie te dragen?;2016-2017;10-11-2016;tk;handelingen;6 Begroting Volksgezondheid, Welzijn en Sport;https://zoek.officielebekendmakingen.nl/h-tk-20162017-21-6.html;https://zoek.officielebekendmakingen.nl/h-tk-20162017-21-6.xml;nr. 21, item 6;rutte;Strangely enough, Mr Van Gerven and I share a lot in common on this subject. We are both very concerned about expensive medicines and about the excessive power of pharmaceutical companies. We would like to do something about that. I completely agree with him. But if the transparency demanded by Mr Van Gerven leads to the drug not becoming available to patients in the Netherlands - that now seems to be the consequence - is he prepared to bear that consequence?;0;0;0;0.0;0.0;0.0;Van Gerven;person;de heer Van Gerven;neutral;;;;;;;response;The speech directly addresses the arguments and proposals of 'de heer Van Gerven' mentioned earlier, indicating a direct reply to his position.;0.95;
{'mentions': [], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'independent', 'justification': 'The statement is a standalone remark without direct reference to previous speech content or specific interlocutors.', 'confidence': 0.3}};0;117;0;h-tk-20172018-74-24;Mevrouw Tielen;VVD;Leuk onderwerp, maar geen steun voor een debat.;2017-2018;17-4-2018;tk;handelingen;24 Regeling van werkzaamheden;https://zoek.officielebekendmakingen.nl/h-tk-20172018-74-24.html;https://zoek.officielebekendmakingen.nl/h-tk-20172018-74-24.xml;nr. 74, item 24;tielen;Nice topic, but no support for a debate.;0;0;0;0.0;0.0;0.0;;;;;;;;;;;independent;The statement is a standalone remark without direct reference to previous speech content or specific interlocutors.;0.3;
"{'mentions': [{'name': 'minister-president', 'type': 'person', 'quote': 'de minister-president', 'mention_category': 'neutral'}], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'independent', 'justification': ""The speech does not directly reference or respond to a previous speaker's statement, instead presenting an independent argument about scheduling a debate."", 'confidence': 0.95}}";0;118;0;h-tk-20172018-40-7;Mevrouw Beckerman;SP;Volgens mij is er brede steun voor een debat op korte termijn na de resultaten van het SodM, dus ik zou dat graag snel willen inplannen. Volgens mij heeft de minister-president kunnen horen hoe graag veel van de leden van de Tweede Kamer hem erbij willen. Ik hoop dat hij daarnaar luistert. Volgens mij is het erg belangrijk om ook met hem hierover van gedachten te wisselen.;2017-2018;17-1-2018;tk;handelingen;7 Regeling van werkzaamheden;https://zoek.officielebekendmakingen.nl/h-tk-20172018-40-7.html;https://zoek.officielebekendmakingen.nl/h-tk-20172018-40-7.xml;nr. 40, item 7;beckerman;I think there is broad support for a debate in the short term after the SodM results, so I would like to schedule that quickly. I think the Prime Minister was able to hear how much many of the members of the House of Representatives want him there. I hope he listens to that. I think it is very important to also exchange ideas with him about this.;0;0;0;0.0;0.0;0.0;minister-president;person;de minister-president;neutral;;;;;;;independent;The speech does not directly reference or respond to a previous speaker's statement, instead presenting an independent argument about scheduling a debate.;0.95;
"{'mentions': [], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'independent', 'justification': ""The speech segment consists of a single word ('Voorzitter') which appears to be an introductory designation rather than a direct response to prior statements."", 'confidence': 0.8}}";0;119;0;h-tk-20172018-22-6;De heer Van Rooijen;50PLUS;Voorzitter.;2017-2018;15-11-2017;tk;handelingen;6 Besluit de dividendbelasting af te schaffen;https://zoek.officielebekendmakingen.nl/h-tk-20172018-22-6.html;https://zoek.officielebekendmakingen.nl/h-tk-20172018-22-6.xml;nr. 22, item 6;van van rooijen;Chair.;0;0;0;0.0;0.0;0.0;;;;;;;;;;;independent;The speech segment consists of a single word ('Voorzitter') which appears to be an introductory designation rather than a direct response to prior statements.;0.8;
{'mentions': [], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'independent', 'justification': 'The speech presents a procedural suggestion without direct reference to prior statements or speakers.', 'confidence': 0.8}};0;120;0;h-tk-20172018-104-8;De heer Alkaya;SP;Het verzoek is dus om dat reeds aangevraagde dertigledendebat op te waarderen tot een meerderheidsdebat en dit onderwerp daarbij te bespreken. Dat lijkt mij nuttiger dan een apart debat over dit onderwerp te gaan voeren.;2017-2018;4-9-2018;tk;handelingen;8 Regeling van werkzaamheden;https://zoek.officielebekendmakingen.nl/h-tk-20172018-104-8.html;https://zoek.officielebekendmakingen.nl/h-tk-20172018-104-8.xml;nr. 104, item 8;alkaya;The request is therefore to upgrade the already requested thirty-member debate to a majority debate and to discuss this subject. That seems to me to be more useful than having a separate debate on this subject.;0;0;0;0.0;0.0;0.0;;;;;;;;;;;independent;The speech presents a procedural suggestion without direct reference to prior statements or speakers.;0.8;
{'mentions': [{'name': 'Bisschop', 'type': 'person', 'quote': 'En de heer Bisschop! Sorry, meneer Bisschop, hoe kon ik u over het hoofd zien?', 'mention_category': 'neutral'}, {'name': 'Hennis', 'type': 'person', 'quote': 'De VVD-fractie is blij dat voormalig minister Hennis dit initiatief heeft genomen.', 'mention_category': 'agreeing'}, {'name': 'VVD-fractie', 'type': 'party', 'quote': 'De VVD-fractie gaat ervan uit dat Defensie alles op alles zet...', 'mention_category': 'agreeing'}], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'independent', 'justification': 'The speech introduces new topics (military equality, legislative procedures) without directly responding to prior statements.', 'confidence': 0.95}};0;121;0;h-tk-20172018-45-23;Mevrouw Becker;VVD;"En de heer Bisschop! Sorry, meneer Bisschop, hoe kon ik u over het hoofd zien?
Deze wetswijziging regelt dat mannen en vrouwen binnen de krijgsmacht dezelfde rechten hebben. Laten we eerlijk zijn: eigenlijk had deze wijziging 30 jaar geleden moeten worden doorgevoerd. Maar goed, blijkbaar waren de geesten toen nog niet rijp voor een dergelijke wetswijzing. Nu is die wijziging wel aan de orde. De VVD-fractie is blij dat voormalig minister Hennis dit initiatief heeft genomen. Mannen en vrouwen zijn straks gelijkwaardig als het om militaire dienst gaat en dat is wat ons betreft zeer terecht.
Toegegeven, het is een administratieve handeling. De opkomstplicht is opgeschort en niemand wordt geacht om bij het bereiken van de volwassenheid in militaire dienst te treden. Maar nu we hier toch staan, is het misschien goed om een paar vragen aan de minister te stellen. Hoe staat het met de positie van vrouwen binnen de krijgsmacht? Is de organisatie ook daadwerkelijk ingericht op en klaar voor een gelijke behandeling van mannen en vrouwen, zonder andere kwaliteitseisen te stellen? Staan alle functies open voor vrouwen en zijn de eisen dan ook gelijk? We weten bijvoorbeeld dat het Korps Mariniers sinds 1 januari 2017 voor vrouwen is opengesteld. Heeft dat ook tot vrouwelijke mariniers geleid?
Verder heb ik nog een technische vraag over de lichte voorhangprocedure die nu in de wet staat. Ik heb kennisgenomen van het amendement van collega Diks, waarmee die zou worden omgezet in een zware voorhangprocedure. Dat kwam zojuist ook al even aan de orde in het debat. Regels over ontheffing, uitstel en vrijstelling worden dan, als het aan de Kamer ligt, bij wet geregeld. Dat geeft de wetgever — ons dus — meer invloed op de invulling. Voor de VVD daar een standpunt over kan innemen, zou ik graag van de minister willen weten waarom het kabinet ervoor gekozen heeft om dit überhaupt niet in de wet te regelen. Zijn daar misschien praktische redenen voor? Graag een reactie.
Voorzitter. Administratieve gelijkstelling van mannen en vrouwen is één ding, maar de uitwerking is soms lastiger. De VVD-fractie gaat ervan uit dat Defensie alles op alles zet om iedereen binnen deze mooie organisatie op een gelijkwaardige manier te behandelen, ongeacht geslacht, afkomst of geloofsovertuiging. Alleen dan is Defensie een echte afspiegeling van de samenleving.
Dank u wel, voorzitter.";2017-2018;30-1-2018;tk;handelingen;23 Dienstplicht vrouwen;https://zoek.officielebekendmakingen.nl/h-tk-20172018-45-23.html;https://zoek.officielebekendmakingen.nl/h-tk-20172018-45-23.xml;nr. 45, item 23;becker;"And Mr Bishop! Sorry, Mr. Bishop, how could I miss you?
This change in law ensures that men and women within the armed forces have the same rights. Let's be honest: this change should have been made 30 years ago. Anyway, apparently minds were not yet ripe for such a change in the law. That change is now in order. The VVD faction is pleased that former minister Hennis has taken this initiative. Men and women will soon be equal when it comes to military service and, in our opinion, that is very justified.
Admittedly, it is an administrative action. Compulsory attendance has been suspended and no one is expected to enter military service upon reaching adulthood. But now that we are here, it might be a good idea to ask the minister a few questions. What is the position of women within the armed forces? Is the organization actually set up and ready for equal treatment of men and women, without imposing other quality requirements? Are all positions open to women and are the requirements the same? For example, we know that the Marine Corps has been open to women since January 1, 2017. Has that also led to female Marines?
I also have a technical question about the light preliminary procedure that is now included in the law. I have taken note of Mr Diks's amendment, which would convert this into a heavy preliminary procedure. This was also briefly discussed in the debate just now. Rules on exemption, postponement and relief will then, if it is up to the House, be regulated by law. This gives the legislator - that is, us - more influence on the interpretation. Before the VVD can take a position on this, I would like to know from the minister why the cabinet has chosen not to regulate this in law at all. Are there any practical reasons for this? Please leave a comment.
Chair. Administrative equality between men and women is one thing, but the implementation is sometimes more difficult. The VVD faction assumes that Defense will do everything it can to treat everyone within this beautiful organization in an equal manner, regardless of gender, origin or religion. Only then will Defense be a true reflection of society.
Thank you, Chairman.";0;0;0;0.0;0.0;0.0;Bisschop|||Hennis|||VVD-fractie;person|||person|||party;En de heer Bisschop! Sorry, meneer Bisschop, hoe kon ik u over het hoofd zien?|||De VVD-fractie is blij dat voormalig minister Hennis dit initiatief heeft genomen.|||De VVD-fractie gaat ervan uit dat Defensie alles op alles zet...;neutral|||agreeing|||agreeing;;;;;;;independent;The speech introduces new topics (military equality, legislative procedures) without directly responding to prior statements.;0.95;
"{'mentions': [{'name': 'minister van Financiën', 'type': 'person', 'quote': 'de minister van Financiën', 'mention_category': 'disagreeing'}], 'found_fallacy': [{'quote': ""nu koerst de minister die ook verantwoordelijk is voor al die ICT-drama's en voor het rijksvastgoedlek aan op een cao-conflict"", 'explanation': ""Attacks the minister's credibility by linking them to past failures (ICT-drama's, rijksvastgoedlek) rather than addressing the current cao-conflict topic"", 'confidence': 0.9, 'local_topic': 'cao-conflict', 'target': 'minister van Financiën', 'explicitness': 'explicit'}], 'summary': {'count': 1, 'average_confidence': 0.9, 'highest_confidence': 0.9, 'lowest_confidence': 0.9}, 'speech_relation': {'type': 'response', 'justification': ""Directly addresses the minister's actions mentioned in the previous context about ICT-drama's and rijksvastgoedlek"", 'confidence': 0.8}}";0;122;0;h-tk-20172018-84-6;Mevrouw Leijten;SP;Bij de Algemene Financiële Beschouwingen hebben we het er uitgebreid over gehad dat de lonen omhoog moeten. Nu kan het Rijk zelf iets doen en nou koerst de minister die ook verantwoordelijk is voor al die ICT-drama's en voor het rijksvastgoedlek aan op een cao-conflict. Vandaag zegt de Europese Commissie nog tegen Nederland: u heeft een probleem met de achterblijvende lonen. De minister van Financiën wil hier niet eens iets over die lonen zeggen. Laat hem dan antwoord geven op de vraag die ik heb gesteld: wat kost het als we 3,5% aan de rijksambtenaren geven en bijvoorbeeld ook aan het zorg- en onderwijspersoneel?;2017-2018;23-5-2018;tk;handelingen;6 Verantwoordingsdebat 2017;https://zoek.officielebekendmakingen.nl/h-tk-20172018-84-6.html;https://zoek.officielebekendmakingen.nl/h-tk-20172018-84-6.xml;nr. 84, item 6;leijten;In the General Financial Considerations we discussed at length the need to increase wages. Now the government can do something itself and now the minister who is also responsible for all those ICT dramas and for the government real estate leak is heading for a collective labor agreement conflict. Today the European Commission says to the Netherlands: you have a problem with lagging wages. The Minister of Finance does not even want to say anything about those wages here. Then let him answer the question I asked: what will it cost if we give 3.5% to government civil servants and, for example, to healthcare and education staff?;0;1;1;0.9;0.9;0.9;minister van Financiën;person;de minister van Financiën;disagreeing;nu koerst de minister die ook verantwoordelijk is voor al die ICT-drama's en voor het rijksvastgoedlek aan op een cao-conflict;Attacks the minister's credibility by linking them to past failures (ICT-drama's, rijksvastgoedlek) rather than addressing the current cao-conflict topic;cao-conflict;minister van Financiën;explicit;0.9;response;Directly addresses the minister's actions mentioned in the previous context about ICT-drama's and rijksvastgoedlek;0.8;
"{'mentions': [], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'independent', 'justification': ""The statement is a self-referential remark about the speaker's own progress, without direct reference to previous statements or speakers."", 'confidence': 0.9}}";0;123;0;h-tk-20172018-102-6;Mevrouw Aukje de Vries;VVD;Ik ben nog niet aan het eind van mijn tekst.;2017-2018;4-7-2018;tk;handelingen;6 Voorjaarsnota 2018;https://zoek.officielebekendmakingen.nl/h-tk-20172018-102-6.html;https://zoek.officielebekendmakingen.nl/h-tk-20172018-102-6.xml;nr. 102, item 6;de aukje vries;I haven't finished my text yet.;0;0;0;0.0;0.0;0.0;;;;;;;;;;;independent;The statement is a self-referential remark about the speaker's own progress, without direct reference to previous statements or speakers.;0.9;
{'mentions': [], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'independent', 'justification': 'The speech segment is a standalone statement without explicit reference to prior remarks or specific contextual cues indicating a direct response.', 'confidence': 0.3}};0;124;0;h-tk-20172018-95-38;Mevrouw Van Kooten-Arissen;PvdD;Steun, voorzitter.;2017-2018;19-6-2018;tk;handelingen;38 Regeling van werkzaamheden;https://zoek.officielebekendmakingen.nl/h-tk-20172018-95-38.html;https://zoek.officielebekendmakingen.nl/h-tk-20172018-95-38.xml;nr. 95, item 38;van van kooten-arissen;Support, Chairman.;0;0;0;0.0;0.0;0.0;;;;;;;;;;;independent;The speech segment is a standalone statement without explicit reference to prior remarks or specific contextual cues indicating a direct response.;0.3;
"{'mentions': [], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'independent', 'justification': ""The speech segment does not explicitly reference or respond to the previous speaker's arguments, instead focusing on a general statement about supporting a letter over a debate."", 'confidence': 0.5}}";0;125;0;h-tk-20172018-47-8;De heer Azarkan;DENK;Voorzitter, van harte steun voor de brief, niet voor het debat.;2017-2018;1-2-2018;tk;handelingen;8 Regeling van werkzaamheden;https://zoek.officielebekendmakingen.nl/h-tk-20172018-47-8.html;https://zoek.officielebekendmakingen.nl/h-tk-20172018-47-8.xml;nr. 47, item 8;azarkan;Mr President, I wholeheartedly support the letter, not the debate.;0;0;0;0.0;0.0;0.0;;;;;;;;;;;independent;The speech segment does not explicitly reference or respond to the previous speaker's arguments, instead focusing on a general statement about supporting a letter over a debate.;0.5;
{'mentions': [], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'independent', 'justification': 'The statement presents a policy topic without direct reference to prior speech content or specific opponents.', 'confidence': 0.8}};0;126;0;h-tk-20172018-28-7;De heer Azarkan;DENK;Het gaat om de afschaffing van de geschillencommissie.;2017-2018;29-11-2017;tk;handelingen;7 Begroting Justitie en Veiligheid 2018;https://zoek.officielebekendmakingen.nl/h-tk-20172018-28-7.html;https://zoek.officielebekendmakingen.nl/h-tk-20172018-28-7.xml;nr. 28, item 7;azarkan;It concerns the abolition of the dispute committee.;0;0;0;0.0;0.0;0.0;;;;;;;;;;;independent;The statement presents a policy topic without direct reference to prior speech content or specific opponents.;0.8;
"{'mentions': [], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'independent', 'justification': ""The speech segment does not directly reference or respond to the previous speaker's statement, instead stating an intention to continue discussion in the future."", 'confidence': 0.95}}";0;127;0;h-tk-20172018-97-7;Staatssecretaris Snel;D66;Misschien kan ik u helpen door te zeggen dat ik in het najaar graag met uw Kamer verder discussieer over deze keuzes in de handhavingsstrategie.;2017-2018;21-6-2018;tk;handelingen;7 Problemen bij innen belastingen;https://zoek.officielebekendmakingen.nl/h-tk-20172018-97-7.html;https://zoek.officielebekendmakingen.nl/h-tk-20172018-97-7.xml;nr. 97, item 7;snel;Perhaps I can help you by saying that I would like to discuss these choices in the enforcement strategy further with your House in the autumn.;0;0;0;0.0;0.0;0.0;;;;;;;;;;;independent;The speech segment does not directly reference or respond to the previous speaker's statement, instead stating an intention to continue discussion in the future.;0.95;
"{'mentions': [{'name': 'Wiebes', 'type': 'person', 'quote': 'uw collega Wiebes', 'mention_category': 'disagreeing'}], 'found_fallacy': [], 'summary': {'count': 0, 'average_confidence': 0.0, 'highest_confidence': 0.0, 'lowest_confidence': 0.0}, 'speech_relation': {'type': 'response', 'justification': ""The speaker directly references 'u' and 'uw collega Wiebes', indicating a reply to previous statements in the debate."", 'confidence': 0.9}}";0;128;0;h-tk-20172018-20-16;De heer Van Rooijen;50PLUS;Ik kom hier in de tweede termijn uiteraard uitvoerig op terug. De enige vraag is: als nu inderdaad bij de arbeidskorting de 3% naar de 6% gaat, waarom is dan niet overwogen om die 6% ook voor de ouderenkorting te kiezen? Daarmee is die fiscale leeftijdsdiscriminatie weg. Het valluik waarover u net sprak, zoals uw collega Wiebes dat indertijd noemde, is nu weg. Het is een soort skibaan, maar dan heel steil. Het wordt nu iets minder steil. In de grafieken in het blauwe boekje van de minister en de staatssecretaris van Financiën zie je dat de ouderenkorting nog steeds heel snel wegvalt. Bij €48.000 is deze op, terwijl dat bij de arbeidskorting op een veel en veel hoger inkomen gebeurt. Dat noemen wij dus fiscale leeftijdsdiscriminatie.;2017-2018;9-11-2017;tk;handelingen;16 Algemene Financiële Beschouwingen 2018;https://zoek.officielebekendmakingen.nl/h-tk-20172018-20-16.html;https://zoek.officielebekendmakingen.nl/h-tk-20172018-20-16.xml;nr. 20, item 16;van van rooijen;I will of course come back to this in detail in the second term. The only question is: if the 3% for the employed person's tax credit does indeed go to 6%, why was it not considered to also choose that 6% for the elderly person's tax credit? This means that tax age discrimination is gone. The trapdoor you just talked about, as your colleague Wiebes called it at the time, is now gone. It is a kind of ski slope, but very steep. It is now becoming a little less steep. In the graphs in the blue book of the Minister and the State Secretary of Finance you can see that the discount for the elderly is still disappearing very quickly. This runs out at €48,000, while with the employment tax credit this happens at a much, much higher income. We call that tax age discrimination.;0;0;0;0.0;0.0;0.0;Wiebes;person;uw collega Wiebes;disagreeing;;;;;;;response;The speaker directly references 'u' and 'uw collega Wiebes', indicating a reply to previous statements in the debate.;0.9;
