file_id;speaker_name;speaker_party;speech_text;jaar;date;kamer;category;title;url;meta_url;vergadernummer;standardized_name;speech_text_en;final_label
h-tk-20192020-45-7;De heer Hijink;SP;Dat is niet zo verschrikkelijk veel. Ik heb het dictum aangepast, dat nu komt te luiden: verzoekt de regering te bewerkstelligen dat nu geen onomkeerbare stappen worden gezet die een mogelijke doorstart in de weg kunnen staan.;2019-2020;23-1-2020;tk;handelingen;7 VAO Financiële problemen bij diverse Jeugdzorginstellingen (AO d.d. 22/01);https://zoek.officielebekendmakingen.nl/h-tk-20192020-45-7.html;https://zoek.officielebekendmakingen.nl/h-tk-20192020-45-7.xml;nr. 45, item 7;hijink;That's not terribly much. I have amended the operative part, which now reads: requests the government to ensure that no irreversible steps are taken that could hinder a possible restart.;0
h-tk-20192020-84-2;De heer Anne Mulder;VVD;Als je zegt het regeerakkoord te willen openbreken, dan zou ik zeggen: klop op de deur en doe het! Doe het in plaats van steeds te roepen: ik ben het een beetje eens met die of dat. Gewoon straight forward: ik wil dit, ik wil dat. Punt. Daar heb ik wat aan.;2019-2020;17-6-2020;tk;handelingen;2 Europese top van 19 juni 2020;https://zoek.officielebekendmakingen.nl/h-tk-20192020-84-2.html;https://zoek.officielebekendmakingen.nl/h-tk-20192020-84-2.xml;nr. 84, item 2;anne mulder;If you say you want to break up the coalition agreement, then I would say: knock on the door and do it! Do it instead of always saying: I somewhat agree with this or that. Just straight forward: I want this, I want that. Point. That helps me.;0
h-tk-20192020-7-25;Mevrouw Van Eijs;D66;Voorzitter. Wij hebben hier natuurlijk al eerder over gedebatteerd. Ik denk dat we allemaal niet willen wat daar nu gebeurt, maar het is ook best een technisch onderwerp. Dus ik wil het debat niet steunen, maar zal in de procedurevergadering morgen een aanvraag doen voor een schriftelijk overleg, omdat de uitzending heel veel vragen bij mij heeft opgeroepen.;2019-2020;1-10-2019;tk;handelingen;25 Regeling van werkzaamheden;https://zoek.officielebekendmakingen.nl/h-tk-20192020-7-25.html;https://zoek.officielebekendmakingen.nl/h-tk-20192020-7-25.xml;nr. 7, item 25;van van eijs;Chair. We have of course debated this before. I think we all don't want what is happening there, but it is also quite a technical subject. So I do not want to support the debate, but will request a written consultation at the procedural meeting tomorrow, because the broadcast has raised a lot of questions for me.;0
h-tk-20192020-24-5;De heer Harbers;VVD;"Ik sta hier omdat er een stikstofprobleem is. Dat probleem erkent de VVD. Ik sta hier een brief te verdedigen waarin ook staat dat stikstofruimte die beschikbaar komt voor 30% naar de natuur gaat. Maar we moeten reëel zijn met elkaar. We weten dat er in Nederland gebieden zijn die — al haal je alle activiteiten in de omgeving weg, zorg je ervoor dat er niemand meer woont of rijdt en dat alle bedrijven dichtgaan — nog steeds niet te redden zijn. Dan moet je realistisch zijn met elkaar. Je moet dan zeggen: wat niet te redden is, moet je ook niet willen beschermen. Je moet dan kijken of je natuur op een andere plek robuuster kunt maken, ergens waar je een goed Natura 2000-gebied hebt. Misschien moet je daar wat herindelen.
Ik heb nieuws voor de heer Klaver: er wonen gewoon 17 miljoen mensen in dit land. Die 17 miljoen mensen willen heel normale dingen. Ze willen wonen, ze willen werken, ze willen een baan, ze willen dat er ergens een bedrijf is, en ze willen inderdaad ook nog naar hun werk kunnen komen of bij hun familie kunnen komen. Dan moet je realistisch zijn in het natuurbeleid. Als zelfs dat soort dingen niet meer kunnen, moet je kritisch zijn over de natuurdoelen die we met elkaar willen nastreven. Dat gaat niet tegen de natuur in. Dat betekent dat je aan de ene kant zegt: wat niet te handhaven is, kun je niet handhaven. Die natuurwet moet je dan maar even serieus nemen. Aan de andere kant zeg je: zorg ervoor dat je de natuur die je wel hebt robuuster en steviger maakt.";2019-2020;14-11-2019;tk;handelingen;5 Snelle oplossing van de stikstof- en pfas-problematiek;https://zoek.officielebekendmakingen.nl/h-tk-20192020-24-5.html;https://zoek.officielebekendmakingen.nl/h-tk-20192020-24-5.xml;nr. 24, item 5;harbers;"I'm here because there is a nitrogen problem. The VVD recognizes that problem. I am here defending a letter that also states that 30% of the nitrogen space that becomes available goes to nature. But we have to be real with each other. We know that there are areas in the Netherlands that - even if you remove all activities in the area, ensure that no one lives or drives there anymore and that all businesses close - still cannot be saved. Then you have to be realistic with each other. You must then say: you should not want to protect what cannot be saved. You then have to see whether you can make nature more robust elsewhere, somewhere where you have a good Natura 2000 area. Maybe you need to rearrange something there.
I have news for Mr Klaver: there are simply 17 million people living in this country. Those 17 million people want very normal things. They want to live, they want to work, they want a job, they want there to be a business somewhere, and they indeed want to be able to come to work or visit their family. Then you have to be realistic in nature policy. If even those kinds of things are no longer possible, you have to be critical about the nature goals that we want to pursue together. That does not go against nature. This means that on the one hand you say: you cannot enforce what cannot be enforced. You have to take that law of nature seriously. On the other hand, you say: make sure that you make the nature that you do have more robust and sturdier.";0
h-tk-20192020-15-4;Minister Van Nieuwenhuizen-Wijbenga;VVD;"Ik ben altijd graag bereid om bij collega's de belangen van de binnenvaart en van de verduurzaming daar aan de orde te stellen. Nogmaals, de banken hebben ook de green deal ondertekend. We gaan natuurlijk nauwlettend volgen of zij de daad bij het woord voegen en ook daadwerkelijk meedenken en dit mogelijk maken. Ik ben graag bereid om daar wat breder aandacht voor te vragen.
Ik blijf maar even bij de cruiseschepen en de heer Paternotte. Hoe lang blijven die vervuilende cruiseschepen in de binnenstad en moeten zij niet standaard op de walstroom? Dat is een hele goede vraag, want cruiseschepen meren vaak aan in de binnensteden omdat zij dan bij de toeristische attracties zijn. Dat heeft op zich voordelen, want dat voorkomt weer heel veel busvervoer enzovoort in de stad. De precieze plek waar zij mogen aanleggen, is natuurlijk een verantwoordelijkheid van de gemeente. Ik ben het echter zeer met de heer Paternotte eens dat walstroom de uitstoot van die cruiseschepen drastisch kan verminderen. Daarom is dit onderwerp ook onderdeel van de green deal. We gaan die vijf businesscases uitwerken. Daarbij zijn de havens van Amsterdam en Rotterdam heel uitdrukkelijke voorbeelden. Ik was voor het Global Center on Adaptation in Miami, omdat ik zeer blij was dat mayor Suarez van die stad zich bereid heeft verklaard om daar een lokaal kantoor — als Republikein, toch bijzonder — van het Global Center on Adaptation te openen. Ik werd rondgeleid in Miami en ook daar zie je grote cruiseschepen. Ik zei dat wij voor cruiseschepen bezig zijn met walstroom, daar hebben ze dat dus al. Dan denk je: dat is het land van Trump en wij lopen voor. Nou, wij lopen dus achter. Ik vind echt dat wij als Nederland ervoor moeten zorgen dat de cruiseschepen in Nederland gewoon walstroom kunnen krijgen. Ik vond het echt beschamend dat ik dat moest bekennen daar. Ik vind het ook heel goed dat wij met die vijf businesscases aan de slag gaan. In de richting van mevrouw De Pater, die zei dat het natuurlijk ook geldt langs de binnenvaartroutes, zeg ik dat wij echt moeten zorgen dat wij die walstroom voor elkaar krijgen.
De heer Stoffer heeft nog gevraagd hoe de minister vaart maakt met het vergroeningsfonds en wat zij gaat doen om te voorkomen dat geluidswensen de kleine schepen de das om doen. De heer Laçin en de heer Van Aalst hebben daar ook van alles over gezegd. Samen met de andere CCR-landen, de Centrale Commissie voor de Rijnvaart, heb ik een groot onderzoek uitbesteed naar de financieringsbehoefte en de financieringsmogelijkheden voor de verduurzaming van de binnenvaart. Zo'n brede actie kan ook in het kader van level playing field en gelijke kansen alleen maar in internationaal verband worden opgepakt. Medio volgend jaar zijn die studies gereed. Dan weten we precies wat de financieringsbehoefte is en welke instrumenten daarvoor geschikt zijn. In de tweede helft van volgend jaar kunnen we daar in Europees verband vervolgacties op zetten. In de afgelopen jaren zijn op Nederlands initiatief de internationale geluidseisen voor bestaande schepen van voor 1976 al versoepeld. Deze schepen kunnen nou eenmaal niet aan dezelfde eisen voldoen als nieuwe schepen. Daarom mogen bestaande schepen de normen voor woon- en slaapruimten met 5 tot 10 dB(A) overschrijden, als er maar wel maatregelen worden getroffen die redelijkerwijs binnen de mogelijkheden liggen. In overleg met de brancheorganisaties wordt nu door de ILT gekeken naar de manier waarop je daar in de praktijk invulling aan zou kunnen geven. Ik verwacht dat daar voor het eind van het jaar overeenstemming over wordt bereikt. Ik stel voor dat ik u daarover informeer voor het AO Maritiem.
De heer Laçin had daar een vraag aan gekoppeld: gaat de minister aan de slag met een werkbare hardheidsclausule die zekerheid biedt voor de schippers? De CCR en de EU kennen een hardheidsclausule waarop alle schepen een beroep kunnen doen, dus niet alleen de kleine schepen maar allemaal. Naast die normale hardheidsclausule was er inderdaad in het verleden een simpelere versie, de zogenaamde crisishardheidsclausule, die de CCR in 2008 heeft vastgesteld. Schippers konden voor één termijn van zeven jaar uitstel krijgen van investeringen, met als doel om de crisis te kunnen overbruggen door uitstel van de investeringsplicht. De ASV heeft mij nu gevraagd om een nieuwe, simpele regeling voor bestaande kleine schepen. In de tussentijd kunnen ze natuurlijk wel een beroep doen op de normale hardheidsclausule. Ik heb hun beloofd om hen daarbij te helpen. Op dit moment zijn we in gesprek met de ASV over, bij wijze van spreken met terugwerkende kracht, een soort dummycase: hoe had het kunnen werken? In de tussentijd ben ik ook bezig om de Europese collega's zover te krijgen. Ik heb ze allemaal een brief geschreven, met daarin de vraag: wij willen niet dat deze categorie het hoofd niet boven water kan houden, dus kan ik jullie instemming krijgen voor een simpelere hardheidsclausule à la de crisishardheidsclausule of in een andere vorm, zodat we de kleine schepen de mogelijkheid kunnen geven om toch door te kunnen gaan? Ik kan dat niet alleen beslissen, maar ik heb er wel goeie hoop op dat ik de Europese collega's ervan kan overtuigen, want het is niet in hun belang dat de kleine schepen verdwijnen. Kijk bijvoorbeeld naar het Franse vaarwegennet. Heel veel vaarwegen zijn daar alleen toegankelijk met kleine schepen. Ik verwacht ook steun van de Belgische binnenvaartsector. Ik heb dus goede hoop dat ik een stap verder kan komen, maar dat loopt nog.";2019-2020;17-10-2019;tk;handelingen;4 Begroting Infrastructuur en Waterstaat 2020;https://zoek.officielebekendmakingen.nl/h-tk-20192020-15-4.html;https://zoek.officielebekendmakingen.nl/h-tk-20192020-15-4.xml;nr. 15, item 4;van van nieuwenhuizen-wijbenga;"I am always happy to raise the interests of inland shipping and its sustainability with colleagues. Again, the banks have also signed the green deal. We will of course closely monitor whether they put their money where their mouth is and actually think along and make this possible. I would be happy to draw more attention to this.
I'll just stick with the cruise ships and Mr Paternotte. How long will those polluting cruise ships stay in the city center and should they not have shore power as standard? That is a very good question, because cruise ships often dock in the city centers because they are close to the tourist attractions. That in itself has advantages, because it prevents a lot of bus transport and so on in the city. The exact location where they are allowed to moor is of course the responsibility of the municipality. However, I very much agree with Mr Paternotte that shore power can drastically reduce emissions from those cruise ships. That is why this subject is also part of the green deal. We are going to develop those five business cases. The ports of Amsterdam and Rotterdam are very clear examples. I was in Miami for the Global Center on Adaptation because I was very happy that Mayor Suarez of that city has expressed his willingness to open a local office there - as a Republican, which is special - of the Global Center on Adaptation. I was shown around Miami and there you also see large cruise ships. I said that we are working on shore power for cruise ships, so they already have that. Then you think: that is Trump's country and we are ahead. Well, so we're behind. I really think that we in the Netherlands should ensure that cruise ships in the Netherlands can simply receive shore power. I thought it was really embarrassing that I had to admit that there. I also think it is very good that we are working on those five business cases. In the direction of Mrs De Pater, who said that this of course also applies along the inland shipping routes, I say that we really have to ensure that we achieve shore-side power.
Mr Stoffer asked how the minister is making progress with the greening fund and what she will do to prevent noise concerns from ruining small ships. Mr Laçin and Mr Van Aalst have also said a lot about this. Together with the other CCNR countries, the Central Commission for Navigation on the Rhine, I have outsourced a major study into the financing needs and financing options for making inland navigation more sustainable. Such a broad action can only be taken up internationally in the context of a level playing field and equal opportunities. These studies will be ready by the middle of next year. Then we know exactly what the financing need is and which instruments are suitable for this. We can take follow-up actions at a European level in the second half of next year. In recent years, the international noise requirements for existing ships built before 1976 have been relaxed at the Dutch initiative. These ships simply cannot meet the same requirements as new ships. Therefore, existing ships may exceed the standards for living and sleeping quarters by 5 to 10 dB(A), as long as measures are taken that are reasonably possible. In consultation with the trade organizations, the ILT is now looking at how this could be implemented in practice. I expect that an agreement will be reached on this before the end of the year. I propose that I inform you about this for the AO Maritime.
Mr Laçin had linked this to a question: will the minister work on a workable hardship clause that provides certainty for skippers? The CCNR and the EU have a hardship clause that all ships can invoke, not just small ships but all. In addition to the normal hardship clause, there was indeed a simpler version in the past, the so-called crisis hardship clause, which the CCNR adopted in 2008. Skippers could receive a deferral of investments for one period of seven years, with the aim of bridging the crisis by deferring the investment obligation. The ASV has now asked me for a new, simple scheme for existing small ships. In the meantime, they can of course invoke the normal hardship clause. I promised them to help them with that. We are currently in discussions with the ASV about, so to speak, retroactively, a kind of dummy case: how could it have worked? In the meantime, I am also working on getting my European colleagues to agree. I have written a letter to all of them asking: we do not want this category to be unable to keep its head above water, so can I get your agreement for a simpler hardship clause a la the crisis hardship clause or in another form, so that we can give the small ships the opportunity to continue? I cannot decide that alone, but I have high hopes that I can convince my European colleagues, because it is not in their interest that the small ships disappear. Look, for example, at the French waterway network. Many waterways there are only accessible by small ships. I also expect support from the Belgian inland shipping sector. So I have good hope that I can take a step further, but that is still ongoing.";0
h-tk-20192020-6-6;Minister Ollongren;D66;Nee, dat zou ik graag willen. We hebben via de woondeals inzicht in de plannen, maar nu hebben we een extra instrument in handen, een financieel instrument, waarvan we gezegd hebben dat het moet leiden tot sneller bouwen en meer woningen. We zien tegelijkertijd ook — en de vorige voorzitter wilde eigenlijk niet dat we dat onderwerp hier zouden bespreken — dat er een nieuw probleem is ontstaan en dat probleem heet stikstof. Dat probleem was er op zich al, maar laten we zeggen dat het gaat over het systeem waarmee we ermee omgingen. We hebben ook gezegd — en dat staat ook in de brief — dat de 1 miljard ook kan worden ingezet om dat probleem op te lossen. Wellicht zijn dat additionele kosten die gemaakt moeten worden om woningbouw wel mogelijk te maken en tegelijkertijd de stikstofdepositie te beperken. Dus om die reden is het heel lastig om nu te zeggen over welke aantallen we het precies hebben, want het hangt ervan af welke keuzes er worden gemaakt.;2019-2020;26-9-2019;tk;handelingen;6 Stijgende woonlasten voor huurders;https://zoek.officielebekendmakingen.nl/h-tk-20192020-6-6.html;https://zoek.officielebekendmakingen.nl/h-tk-20192020-6-6.xml;nr. 6, item 6;ollongren;No, I would like that. We have insight into the plans through the housing deals, but now we have an additional instrument at our disposal, a financial instrument, which we have said should lead to faster construction and more homes. At the same time, we also see - and the previous chairman actually did not want us to discuss that subject here - that a new problem has arisen and that problem is called nitrogen. That problem was there in itself, but let's say it's about the system we used to deal with it. We also said - and this is also stated in the letter - that the 1 billion can also be used to solve that problem. These may be additional costs that have to be incurred to make housing construction possible and at the same time limit nitrogen deposition. So for that reason it is very difficult to say exactly what numbers we are talking about, because it depends on what choices are made.;0
h-tk-20192020-47-7;Minister De Jonge;CDA;Ja, dat is het amendement op stuk nr. 34 (34767) van de heer Kerstens. Hij is niet in de zaal, maar ik weet dat hij dan altijd eventjes via de monitor meekijkt. Dat amendement ga ik ontraden. Het amendement regelt namelijk een voorhang van de AMvB.;2019-2020;29-1-2020;tk;handelingen;7 Wet toetreding zorgaanbieders;https://zoek.officielebekendmakingen.nl/h-tk-20192020-47-7.html;https://zoek.officielebekendmakingen.nl/h-tk-20192020-47-7.xml;nr. 47, item 7;de de jonge;Yes, that is the amendment to document no. 34 (34767) by Mr Kerstens. He is not in the room, but I know he is always watching through the monitor. I will advise against that amendment. The amendment provides for a preview of the AMvB.;0
h-tk-20192020-55-34;De heer Baudet;FvD;... dan is er geen enkele reden om Portugal te gaan veroveren of Polen.;2019-2020;18-2-2020;tk;handelingen;34 Buitengewone Europese top van 20 februari 2020;https://zoek.officielebekendmakingen.nl/h-tk-20192020-55-34.html;https://zoek.officielebekendmakingen.nl/h-tk-20192020-55-34.xml;nr. 55, item 34;baudet;... then there is no reason to conquer Portugal or Poland.;0
h-tk-20192020-54-2;De heer Jetten;D66;Naar aanleiding van de motie over Mercosur heb ik een vraag. Wil de Partij voor de Dieren nou dat dit kabinet aan de slag gaat om de nog lopende onderhandelingen te gebruiken om de lat van een vrijhandelsverdrag hoger te leggen, om ook daar klimaat en dierenwelzijn beter te beschermen, of wil mevrouw Ouwehand dat de onderhandelingen van het verdrag gewoon stoppen, omdat ze überhaupt geen internationale afspraken over handel wil maken?;2019-2020;13-2-2020;tk;handelingen;2 Goedkeuring Brede Economische en Handelsovereenkomst (CETA) tussen Canada en de Europese Unie;https://zoek.officielebekendmakingen.nl/h-tk-20192020-54-2.html;https://zoek.officielebekendmakingen.nl/h-tk-20192020-54-2.xml;nr. 54, item 2;jetten;I have a question regarding the motion on Mercosur. Does the Party for the Animals want this cabinet to use the ongoing negotiations to raise the bar for a free trade agreement, to better protect the climate and animal welfare there too, or does Ms. Ouwehand want the treaty negotiations to simply stop, because she does not want to make international agreements on trade in the first place?;0
h-tk-20192020-46-32;Minister Bijleveld-Schouten;CDA;Omdat wij op hoofdlijnen informeren en ook verwijzen naar het verdrag, kan de Kamer haar taak uitoefenen en daar vragen over stellen in onze richting. Ik blijf de motie toch ontraden.;2019-2020;28-1-2020;tk;handelingen;32 Samenwerking tussen Nederland en de VS op het gebied van defensieaangelegenheden;https://zoek.officielebekendmakingen.nl/h-tk-20192020-46-32.html;https://zoek.officielebekendmakingen.nl/h-tk-20192020-46-32.xml;nr. 46, item 32;bijleveld-schouten;Because we provide general information and also refer to the treaty, the House can perform its task and ask questions about it in our direction. I still advise against the motion.;0
h-tk-20192020-51-5;De heer Laçin;SP;Dat moeten we niet willen, dus dit debat moeten we snel gaan voeren.;2019-2020;6-2-2020;tk;handelingen;5 Regeling van werkzaamheden;https://zoek.officielebekendmakingen.nl/h-tk-20192020-51-5.html;https://zoek.officielebekendmakingen.nl/h-tk-20192020-51-5.xml;nr. 51, item 5;laçin;We shouldn't want that, so we have to have this debate quickly.;0
h-tk-20192020-37-46-n1;De heer Moorlag;PvdA;Dit zijn toch wat repeterende debatten. Deze wisseling van argumenten verloopt al menig debat en menig algemeen overleg volgens hetzelfde sjabloon. Ik verdenk de minister er zo'n beetje van dat hij een wat masochistische inslag heeft. Hij moet telkens met tegenvallers naar de Kamer en moet dan de verbale zweepslagen van de Kamer incasseren, vooral van het oppositiesmaldeel. Dan denk ik: potverdorie, neem die adviezen van de Rli en van het PBL nou eens serieus! Die zwaaien nu ook alweer met gele vlaggen. De Rli zegt: er is meer overheidssturing nodig. Het PBL zegt: nounounou, er moet nog wel heel wat gebeuren!;2019-2020;17-12-2019;tk;handelingen;46 Klimaat- en Energieverkenning 2019;https://zoek.officielebekendmakingen.nl/h-tk-20192020-37-46-n1.html;https://zoek.officielebekendmakingen.nl/h-tk-20192020-37-46-n1.xml;nr. 37, item 46;moorlag;These are somewhat repetitive debates. This exchange of arguments has followed the same template for many debates and many general consultations. I suspect that the minister has a somewhat masochistic streak. He always has to go to Parliament with setbacks and then has to take the verbal lashings from the House, especially from the opposition squadron. Then I think: damn it, take the advice from the Rli and the PBL seriously! They are now waving yellow flags again. The Rli says: more government guidance is needed. The PBL says: well, a lot still needs to be done!;1
h-tk-20192020-76-6;De heer Segers;CU;Ik wens hen sterkte bij de uitvoering en bij alles wat nog voor ons ligt.;2019-2020;28-5-2020;tk;handelingen;6 Kortetermijnstimulerings- en reddingsmaatregelen en langetermijnontwikkelingen economie;https://zoek.officielebekendmakingen.nl/h-tk-20192020-76-6.html;https://zoek.officielebekendmakingen.nl/h-tk-20192020-76-6.xml;nr. 76, item 6;segers;I wish them strength in the implementation and in everything that lies ahead.;0
h-tk-20192020-40-7;De heer Van Otterloo;50PLUS;Steun voor het verzoek.;2019-2020;14-1-2020;tk;handelingen;7 Regeling van werkzaamheden;https://zoek.officielebekendmakingen.nl/h-tk-20192020-40-7.html;https://zoek.officielebekendmakingen.nl/h-tk-20192020-40-7.xml;nr. 40, item 7;van van otterloo;Support for the request.;0
h-tk-20192020-93-4;Mevrouw Dik-Faber;CU;"Ik denk dat ik hier in tweede termijn wellicht nog op terugkom, want ik vind dat uit de woorden van de minister-president ook wel blijkt dat wij hier moeilijk sturing aan kunnen geven. Het is een verzoek aan mensen; mensen zouden beter niet naar oranje gebieden kunnen vertrekken. Ik weet dat je er niks aan kunt doen als je daar eenmaal bent, als je op vakantie bent in Kroatië en het gebied kleurt oranje. Maar het komt gewoon echt te vaak voor dat mensen het reisadvies in de wind slaan en nu met duizenden tegelijk terugkeren. Nogmaals een oproep aan de minister-president om hier goed de vinger aan de pols te houden, om te blijven zoeken naar manieren om deze groep te bereiken en te blijven uitspreken dat dit zeer onwenselijk is als we met elkaar het virus in bedwang willen houden.";2019-2020;12-8-2020;tk;handelingen;4 Ontwikkelingen rondom het coronavirus;https://zoek.officielebekendmakingen.nl/h-tk-20192020-93-4.html;https://zoek.officielebekendmakingen.nl/h-tk-20192020-93-4.xml;nr. 93, item 4;dik-faber;"I think I will probably come back to this in the second term, because I think that the Prime Minister's words also show that it is difficult for us to provide guidance on this. It is a request to people; people should not leave for orange areas. I know you can't do anything about it once you're there, if you're on holiday in Croatia and the area turns orange. But it just happens too often that people ignore the travel advice and now return in their thousands. Once again an appeal to the Prime Minister to keep a close eye on this, to continue looking for ways to reach this group and to continue to say that this is very undesirable if we want to control the virus together.";0
h-tk-20192020-73-6;Minister Van Rijn;PvdA;"Misschien wel omdat ik er elke dag mee bezig ben om ervoor te zorgen dat er voldoende beschermingsmiddelen zijn en zullen blijven. Je kan niet voorbereid zijn op een situatie waarin de productie van alle inkopers instort, in India en China, en zich een wereldwijde vraag ontwikkelt van 61 keer het aantal beschermingsmiddelen dat tot dan toe werd ingekocht. We hadden daarbij geen productie in Nederland. Dus dat is één.
En nu even de enquête van de vakbond. Die heb ik ook gezien. Het RIVM schrijft voor in welke situatie je beschermingsmiddelen moet gebruiken. Het is logisch dat als er besmetting is of vermoeden van besmetting, je beschermingsmiddelen moet gebruiken. Het kan zijn dat die er niet zijn of je op afstand kan werken. Voor lijfgebonden zorg moet je meestal beschermingsmiddelen hebben en voor de niet-lijfgebonden zorg niet. Ik kan me heel goed voorstellen dat dat je onzeker maakt. Want ja, wie leest die richtlijnen van het RIVM? Wanneer moet je het nou wel of niet doen? Als je in de thuiszorg naar iemand toe moet en niet zeker weet of je een beschermingsmiddel moet hebben — dat hoeft misschien niet — maar je hebt ze niet, dan word je daar toch onzeker van. Dat is ook de reden dat we met de bonden en met het RIVM hebben afgesproken om wat ruimte te maken voor het persoonlijke oordeel van de zorgmedewerker. Als die in een situatie terechtkomt waarin de richtlijn niet werkt, krijgt hij de beschikking over beschermingsmiddelen. De richtlijn van het RIVM is op dat punt ook aangepast. De aankoop van beschermingsmiddelen is aangepast en ook de verdeling ervan is aangepast. Dat wil niet zeggen dat iedereen zich daarin al herkent. Ik heb met de bonden afgesproken dat wij gezamenlijk praktische richtlijnen zullen maken, zodat iedere medewerker kan zien wanneer het wel en niet moet. We checken elke dag of er genoeg voorraad is en we krijgen van de instellingen geen signalen dat er tekorten zijn, maar ik ben pas tevreden als de medewerkers en de medewerksters dat zelf ook voelen en ervaren.";2019-2020;20-5-2020;tk;handelingen;6 Ontwikkelingen rondom het coronavirus;https://zoek.officielebekendmakingen.nl/h-tk-20192020-73-6.html;https://zoek.officielebekendmakingen.nl/h-tk-20192020-73-6.xml;nr. 73, item 6;van van rijn;"Perhaps because I work every day to ensure that there are and will remain sufficient protective equipment. You cannot be prepared for a situation in which production of all buyers collapses, in India and China, and a global demand develops of 61 times the amount of protective equipment purchased until then. We had no production in the Netherlands. So that's one.
And now for the union survey. I've seen that too. The RIVM prescribes in which situation you must use protective equipment. It is logical that if there is contamination or suspicion of contamination, you must use protective equipment. They may not be available or you may be able to work remotely. You usually need protective equipment for personal care and not for non-personal care. I can very well imagine that that makes you insecure. Because, who reads the RIVM guidelines? When should you do it or not? If you have to go to someone in home care and you are not sure whether you need protective equipment - you may not need it - but you do not have it, it still makes you feel insecure. That is also the reason why we have agreed with the unions and the RIVM to make some room for the personal judgment of the healthcare worker. If he finds himself in a situation in which the directive does not work, he will be provided with protective equipment. The RIVM guideline has also been adjusted on this point. The purchase of protective equipment has been adjusted and its distribution has also been adjusted. That does not mean that everyone recognizes themselves in this. I have agreed with the unions that we will jointly draw up practical guidelines so that every employee can see when it is and is not necessary. We check every day whether there is enough stock and we do not receive any signals from the institutions that there are shortages, but I am only satisfied when the employees feel and experience this themselves.";0
h-tk-20192020-100-6;De heer Van der Molen;CDA;Zowel de Voorzitter van de Kamer als voorzitters van de Kamercommissies zijn ook lid van een fractie in dit huis. Wij werken hier alleen maar met mensen van een politieke kleur, dus dat zal geen grote verandering zijn. Net als hier zal het moment van indienen van een verzoek tot een dertigledendebat dat toegekend wordt ook in een commissie moeten spelen. Dertigledendebatten richten zich heel vaak op een actueel onderwerp dat binnen redelijk afzienbare tijd behandeld kan worden. Wij zien in de praktijk dat de Kameragenda weinig ruimte laat om die snel in te plannen. Ik heb zelf weleens een dertigledendebat aangevraagd. Dat kon op een gegeven moment afgevoerd worden, maar daar had ik nog maanden op moeten wachten. Het punt dat ik graag wil maken, is dat ik 30 leden niet het recht wil ontzeggen om een debat op de agenda te krijgen, maar juist dat ik het behandelen daarvan wil bespoedigen. Tegelijkertijd moeten we hier ruimte maken om ons werk als Kamer te doen, omdat het kabinet veel te vaak ermee wegkomt dat wij in een kort tijdsbestek hele ingewikkelde, ingrijpende wetten even met twee vingers in de neus moeten behandelen. Dat vind ik geen goede zaak.;2019-2020;10-9-2020;tk;handelingen;6 Algehele herziening van het Reglement van Orde;https://zoek.officielebekendmakingen.nl/h-tk-20192020-100-6.html;https://zoek.officielebekendmakingen.nl/h-tk-20192020-100-6.xml;nr. 100, item 6;van der van der molen;Both the President of the House and chairmen of the House committees are also members of a faction in this house. We only work with people of a political color here, so that won't be a big change. Just as here, the moment of submitting a request for a thirty-member debate that is granted will also have to take place in a committee. Thirty-member debates very often focus on a current topic that can be dealt with within a reasonably foreseeable time. In practice, we see that the parliamentary agenda leaves little room for rapid planning. I have once requested a thirty-member debate myself. That could be removed at some point, but I would have had to wait months for that. The point I would like to make is that I do not want to deny 30 Members the right to have a debate on the agenda, but rather I want to speed up the process. At the same time, we must make room here to do our work as a House, because far too often the government gets away with having to treat very complicated, far-reaching laws in a short period of time with a two-fingered approach. I don't think that's a good thing.;0
